@RELATION csvToArff

@ATTRIBUTE credit_lines_outstanding REAL
@ATTRIBUTE payment_to_incomeratio REAL
@ATTRIBUTE debt_to_incomeratio REAL
@ATTRIBUTE years_employed REAL
@ATTRIBUTE fico_score REAL
@ATTRIBUTE default REAL

@DATA
0,0.063074158,0.092136567,3,652,0
4,0.068466815,0.258478935,3,648,1
0,0.046865111,0.047376448,4,580,0
2,0.044779944,0.129287191,8,688,0
5,0.079056059,0.306677302,4,612,1
1,0.055538346,0.097448761,5,719,0
1,0.066548536,0.102687165,6,607,0
0,0.057240441,0.082171877,6,667,0
1,0.06994743,0.084999691,5,646,0
2,0.055055941,0.143760766,3,590,0
5,0.066245396,0.333769845,5,693,1
0,0.053622709,0.030510357,5,627,0
0,0.065244941,0.065474717,5,723,0
1,0.052264952,0.116387705,5,683,0
0,0.076818304,0.074356003,3,631,0
1,0.064216809,0.104199422,5,744,0
0,0.052546054,0.093569125,4,590,0
0,0.063143442,0.076301721,2,613,0
0,0.051057793,0.01,1,714,0
0,0.047662043,0.046226879,6,639,0
1,0.053413365,0.116330214,5,678,0
1,0.060646768,0.092874739,6,649,0
1,0.063404624,0.134741334,2,720,0
1,0.045994819,0.087531485,6,715,0
0,0.073382131,0.070937436,5,671,0
3,0.05583337,0.185885817,5,668,0
1,0.056645583,0.076225289,5,679,0
0,0.063636475,0.032437235,5,669,0
0,0.058288021,0.034960599,1,633,0
0,0.059643657,0.043670743,3,602,0
1,0.063926064,0.085726576,5,676,0
0,0.057584785,0.061555721,6,637,0
2,0.066117839,0.136017717,7,622,0
1,0.06988656,0.118284359,6,695,0
0,0.047596958,0.060120683,5,742,0
5,0.062244965,0.251849531,3,546,1
0,0.063589014,0.093969819,2,650,0
5,0.05261654,0.266317071,3,642,1
0,0.070544662,0.057746845,3,579,0
5,0.080144585,0.358560451,3,603,1
2,0.055788528,0.165825238,5,709,0
1,0.059152431,0.095151975,6,656,0
2,0.06134087,0.154068219,5,721,0
1,0.065270799,0.10464861,5,640,0
0,0.047332355,0.06168637,5,512,0
0,0.070606206,0.061687555,6,701,0
3,0.059099789,0.164253769,5,655,0
1,0.058369633,0.097944337,6,497,0
0,0.051490097,0.074216705,4,660,0
0,0.064163745,0.024102477,4,645,0
0,0.064860328,0.030264261,5,634,0
2,0.0608276,0.159619646,3,638,0
3,0.048583544,0.171527543,6,562,0
5,0.06281506,0.262694233,5,670,1
2,0.055877906,0.12743109,9,695,0
1,0.056236445,0.128071578,4,640,0
1,0.0771905,0.095926443,6,637,0
0,0.071030612,0.042495695,2,581,0
1,0.048831393,0.09709443,7,653,0
4,0.071229179,0.236507806,2,490,1
5,0.068676013,0.250140436,3,552,1
0,0.067319947,0.099052979,2,699,0
0,0.035941246,0.078453001,5,600,0
0,0.060770842,0.031089202,3,619,0
2,0.064242061,0.141753475,6,574,0
0,0.027352553,0.049712495,7,785,0
2,0.046225544,0.153489817,5,678,0
5,0.059496015,0.313035618,4,636,1
0,0.047736034,0.029367628,5,670,0
0,0.053643486,0.040263931,6,562,0
0,0.071194751,0.041957518,4,649,0
5,0.074827557,0.320054856,5,611,1
4,0.06143355,0.210169104,5,635,1
0,0.060857011,0.01,7,686,0
0,0.059927847,0.085345369,3,617,0
1,0.045622644,0.110877739,6,643,0
4,0.063657856,0.260693278,1,456,1
0,0.055594781,0.126227575,4,670,0
0,0.075951366,0.090129198,3,632,0
3,0.06854661,0.203247828,5,621,0
1,0.047306611,0.098161645,5,697,0
2,0.066606491,0.120698091,5,704,0
5,0.051990105,0.317824836,4,638,1
0,0.059778185,0.038740683,6,622,0
0,0.054750211,0.085956689,3,522,0
0,0.06616337,0.04276909,3,576,0
0,0.036070794,0.067834365,4,618,0
1,0.045980498,0.113634401,4,630,0
5,0.055389562,0.272046584,4,548,1
1,0.055960371,0.127828792,5,780,0
0,0.045663635,0.018874554,6,656,0
2,0.044013728,0.120868608,8,698,0
5,0.033691532,0.305254553,4,615,1
1,0.047494841,0.105013696,6,597,0
5,0.046352078,0.259270522,5,642,1
2,0.059125891,0.156752566,2,611,0
3,0.061290801,0.164193786,5,598,0
2,0.058791537,0.144134829,6,672,0
0,0.050860436,0.01,5,663,0
1,0.051899949,0.086582685,6,515,0
0,0.04740493,0.056156007,5,694,0
0,0.063780458,0.073281607,3,668,0
0,0.063692515,0.01254182,4,772,0
0,0.07201873,0.051265072,3,621,0
0,0.067942786,0.019203849,8,737,0
5,0.075431717,0.271270266,3,563,1
1,0.060673646,0.11462873,5,701,0
3,0.054857058,0.202055827,6,666,0
0,0.034050441,0.051480912,5,621,0
3,0.045400393,0.195211363,4,647,0
1,0.053445187,0.106497466,6,729,0
4,0.06293257,0.197858702,6,606,1
5,0.045376453,0.307079721,4,600,1
2,0.05273645,0.111709898,8,645,0
1,0.060142198,0.096673862,5,671,0
0,0.072095627,0.086734358,2,523,0
2,0.060708032,0.162582496,3,567,0
0,0.064252605,0.01,6,635,0
1,0.064585906,0.069897522,6,709,0
2,0.055969516,0.152467958,5,613,0
1,0.058370276,0.126569149,6,665,0
1,0.037548588,0.077729486,7,591,0
1,0.071161692,0.095469636,5,701,0
5,0.06967552,0.298167754,2,562,1
0,0.05250255,0.053246517,4,659,0
2,0.060672939,0.169094838,2,586,0
1,0.067661225,0.108105062,6,608,0
5,0.067944234,0.253558356,5,662,1
1,0.063526697,0.123787932,5,677,0
0,0.057637111,0.01,4,709,0
0,0.076607359,0.068512747,5,572,0
0,0.060145513,0.042532924,4,671,0
0,0.062773715,0.103605486,4,518,0
0,0.075495254,0.06901707,3,750,0
1,0.040570995,0.118937291,5,672,0
1,0.055195309,0.0978914,6,599,0
0,0.069160261,0.043289432,2,639,0
1,0.055870785,0.080702527,7,706,0
1,0.077163543,0.077649873,7,689,0
0,0.069715113,0.031092417,4,646,0
0,0.065510832,0.04588428,4,701,0
2,0.046029546,0.151530095,6,639,0
1,0.05390957,0.105294805,4,575,0
0,0.063009224,0.074212111,6,730,0
1,0.069774537,0.079692941,5,678,0
0,0.078817634,0.101358927,1,577,0
1,0.063730722,0.093495134,5,704,0
0,0.066941141,0.07397037,4,554,0
5,0.058200576,0.267688567,6,529,1
0,0.052451793,0.056759933,5,689,0
2,0.068655167,0.161504702,5,724,0
0,0.060764711,0.01,6,677,0
0,0.057250956,0.01,2,625,0
2,0.065666888,0.158871844,5,687,0
1,0.056589737,0.09070916,7,751,0
2,0.049588877,0.128978185,4,607,0
0,0.07433609,0.060329386,6,725,0
0,0.074972333,0.071013469,4,593,0
0,0.052068499,0.039303723,5,558,0
5,0.071326432,0.278283875,3,531,1
1,0.048139839,0.120942583,5,677,0
5,0.071638382,0.269217068,2,552,1
4,0.05970331,0.214574809,3,467,1
0,0.055407838,0.068938805,2,604,0
1,0.059701559,0.098691751,4,633,0
4,0.070558904,0.238548009,2,583,1
1,0.047427579,0.106656497,5,627,0
0,0.064840013,0.105738329,2,536,0
0,0.056371258,0.020034373,5,674,0
0,0.062289537,0.063074236,7,722,0
1,0.061290025,0.09888945,6,616,0
1,0.062455316,0.081987171,6,704,0
2,0.054905575,0.150552018,3,523,0
5,0.059256221,0.312464233,6,667,1
0,0.079469951,0.101173102,3,745,0
0,0.049518601,0.083143865,3,589,0
5,0.062794547,0.272387997,4,594,1
5,0.053206317,0.255589274,5,636,1
5,0.060165531,0.275441152,3,587,1
0,0.045207629,0.070111669,6,677,0
1,0.06076449,0.062606165,7,602,0
0,0.044544308,0.027545625,4,650,0
0,0.043523696,0.01,4,680,0
0,0.059987819,0.04691998,4,629,0
1,0.058589651,0.062575283,7,681,0
1,0.070892446,0.12902605,5,682,0
1,0.045844375,0.092730925,6,636,0
0,0.066879771,0.050951944,4,574,0
2,0.053032986,0.144566478,5,568,0
5,0.046537336,0.298396315,4,574,1
1,0.051826249,0.100963445,6,653,0
1,0.06427522,0.122013544,6,645,0
0,0.041112061,0.037642103,8,638,0
0,0.047058134,0.089962332,4,639,0
5,0.066113439,0.285220516,4,582,1
0,0.058483237,0.072868686,4,722,0
1,0.070963091,0.094371983,4,718,0
3,0.055814361,0.189749749,5,631,0
4,0.073654596,0.261040796,3,605,1
0,0.083753138,0.106932699,4,616,0
1,0.055919043,0.082131337,5,607,0
0,0.050215007,0.044504326,6,790,0
5,0.054115954,0.290302606,5,573,1
5,0.069038972,0.360069321,5,513,1
0,0.060013284,0.061385709,6,591,0
0,0.061884659,0.08492003,5,531,0
1,0.053490774,0.096908232,5,638,0
5,0.066497221,0.286889349,3,637,1
5,0.078099399,0.301922342,5,527,1
0,0.056259917,0.052875427,3,527,0
2,0.065308014,0.109916118,9,759,0
1,0.045260481,0.096336003,7,609,0
0,0.051530872,0.056612281,5,651,0
0,0.06394458,0.029165169,5,583,0
2,0.043923164,0.106689931,8,570,0
5,0.065854223,0.271484262,4,562,1
3,0.046407608,0.194020518,4,654,0
0,0.048539143,0.05859963,4,681,0
0,0.060585245,0.04986818,4,571,0
0,0.06453103,0.053125304,4,598,0
0,0.041061909,0.053806597,5,618,0
1,0.044149683,0.097708671,6,544,0
2,0.051300807,0.159880069,3,591,0
5,0.063152173,0.276854775,4,462,1
2,0.071100736,0.168679559,2,556,0
3,0.043732455,0.18701478,6,611,0
1,0.083760806,0.085517601,4,586,0
0,0.052697502,0.074872664,5,634,0
4,0.065246885,0.210684579,6,629,1
0,0.059414274,0.091796532,2,646,0
4,0.042563361,0.239342113,6,548,1
1,0.063673126,0.114084309,6,648,0
5,0.065310077,0.369900773,8,645,1
0,0.057759679,0.04176048,6,693,0
0,0.06383823,0.036443268,7,714,0
0,0.063928823,0.01,5,636,0
4,0.070172795,0.244769382,3,597,1
0,0.06248145,0.051584176,4,657,0
1,0.06526126,0.100990145,5,670,0
1,0.064537894,0.13023804,4,703,0
5,0.052207363,0.272041454,2,554,1
3,0.07287484,0.206055673,5,660,0
1,0.061105273,0.105548647,6,716,0
3,0.051415259,0.20683264,6,671,0
0,0.074230805,0.031040507,5,658,0
0,0.077234855,0.086736108,3,643,0
5,0.048601955,0.270884192,5,622,1
5,0.079146984,0.287151034,4,548,1
4,0.070074836,0.270759505,3,594,1
0,0.071784745,0.093418194,2,752,0
0,0.051742554,0.039496649,5,651,0
0,0.05160185,0.057978072,4,616,0
0,0.078470679,0.081485865,4,731,0
0,0.043475766,0.019585864,5,663,0
1,0.070421406,0.103098331,6,785,0
5,0.052532076,0.341640402,4,568,1
4,0.070391737,0.203584779,6,641,1
5,0.054963737,0.269669301,8,592,1
4,0.054465953,0.214969035,6,639,1
0,0.068249802,0.017254473,3,530,0
0,0.062367104,0.074033992,3,695,0
0,0.070321165,0.085866594,4,624,0
3,0.070351391,0.186496446,4,685,0
0,0.059792337,0.091493561,3,700,0
5,0.076600654,0.265972146,5,579,1
1,0.032864257,0.099178964,7,694,0
0,0.050812747,0.090132238,1,570,0
0,0.084137059,0.07020831,2,557,0
3,0.061070796,0.208644951,4,567,1
0,0.049821871,0.078782519,5,489,0
1,0.055059918,0.072216324,7,605,0
1,0.046786502,0.085215661,8,697,0
0,0.055828644,0.090980364,3,591,0
0,0.07222551,0.072245053,4,612,0
0,0.069143506,0.033908025,3,685,0
1,0.059322508,0.113026909,5,680,0
1,0.043570049,0.099964246,8,679,0
1,0.052265379,0.118091298,5,649,0
4,0.069242874,0.258253759,3,540,1
2,0.060493905,0.145384018,8,718,0
0,0.059623631,0.071721869,4,603,0
0,0.048176761,0.094770081,3,654,0
0,0.059633626,0.085114551,2,648,0
2,0.073571825,0.127381054,8,645,0
0,0.058517977,0.085623564,4,767,0
0,0.072351843,0.069164712,3,620,0
0,0.05012888,0.049807234,8,742,0
5,0.056477662,0.348722446,4,608,1
0,0.052691903,0.088595275,3,681,0
0,0.056043322,0.09800615,5,694,0
3,0.045967659,0.163803903,9,611,0
1,0.049089217,0.087889569,6,606,0
2,0.057815893,0.129058006,8,647,0
0,0.048682945,0.067030093,4,643,0
0,0.05466009,0.076305332,6,789,0
1,0.058594508,0.114630565,6,614,0
1,0.073591381,0.106428568,6,659,0
0,0.049097998,0.07553473,5,571,0
0,0.049618317,0.016377236,4,586,0
5,0.060528065,0.257797647,3,585,1
1,0.064437144,0.122868918,2,651,0
0,0.053847814,0.090608603,4,604,0
1,0.065122254,0.099405367,5,694,0
0,0.046501362,0.081510512,4,590,0
1,0.057988338,0.110611018,6,626,0
1,0.046021631,0.109568305,5,696,0
0,0.047561435,0.061260876,3,635,0
0,0.056187105,0.087475487,3,657,0
3,0.057398374,0.146214727,7,764,0
0,0.044593871,0.019440172,4,683,0
5,0.084993108,0.289502998,2,578,1
1,0.049351487,0.118447044,7,668,0
0,0.073984159,0.077222701,3,624,0
0,0.060537281,0.01,3,603,0
5,0.069189832,0.277529498,4,529,1
0,0.066067688,0.054091053,6,713,0
0,0.06754193,0.082071222,3,620,0
0,0.06204906,0.074548082,2,661,0
5,0.053604061,0.329227987,4,609,1
0,0.066516174,0.088999739,3,601,0
1,0.067846707,0.065090663,6,601,0
0,0.078494606,0.05909151,4,539,0
2,0.041129335,0.107042132,8,627,0
3,0.052787318,0.169484246,5,620,0
1,0.05251808,0.114739737,4,627,0
0,0.065924597,0.089302413,3,738,0
5,0.0663936,0.25766369,5,630,1
5,0.063643256,0.280433845,5,724,1
1,0.053798997,0.10671968,7,642,0
5,0.057010891,0.276692223,8,669,1
1,0.060259455,0.113882182,6,645,0
0,0.051979127,0.01,6,581,0
1,0.040518692,0.132080848,6,663,0
1,0.068127804,0.091571357,5,581,0
0,0.054980196,0.035696991,4,591,0
1,0.054823689,0.12745236,3,589,0
1,0.050165319,0.114336787,6,536,0
1,0.051476526,0.096148286,6,615,0
0,0.06277616,0.017033874,3,689,0
5,0.054168668,0.274319737,4,567,1
0,0.049263284,0.062413223,4,571,0
0,0.067350366,0.0685824,5,712,0
0,0.055331085,0.041073508,3,733,0
0,0.0442182,0.092685418,5,646,0
3,0.067975326,0.205772437,2,613,1
0,0.038939926,0.094335438,4,603,0
0,0.053010292,0.042428472,4,569,0
2,0.062182821,0.101636606,7,667,0
2,0.062425485,0.120897417,8,613,0
2,0.067729315,0.12973928,6,665,0
2,0.083215206,0.162904454,5,700,0
5,0.068049825,0.287557303,2,534,1
5,0.047679299,0.263547417,8,774,1
0,0.067014974,0.024987444,2,580,0
1,0.067782047,0.088981054,4,685,0
4,0.062461598,0.230521664,5,640,1
2,0.070163991,0.107722692,7,700,0
1,0.039029311,0.126047115,4,599,0
4,0.065050732,0.238333179,3,561,1
3,0.049021598,0.195188903,5,656,0
2,0.059410749,0.089076838,7,654,0
1,0.050931602,0.079486759,6,652,0
0,0.066784107,0.044865597,7,703,0
1,0.069367281,0.074651397,6,641,0
5,0.059190729,0.254731381,5,648,1
0,0.050099526,0.088959397,5,639,0
1,0.078604856,0.136991546,5,741,0
1,0.062619183,0.118708187,5,693,0
0,0.060647836,0.058099078,6,571,0
1,0.054750672,0.136387732,6,623,0
5,0.049787511,0.243096546,6,521,1
0,0.060453246,0.078802836,2,613,0
0,0.059507706,0.087000899,5,617,0
0,0.070966405,0.0721463,3,677,0
1,0.05942723,0.13504278,4,572,0
1,0.059076163,0.10376759,4,593,0
0,0.074195126,0.069227504,4,659,0
1,0.068691543,0.120473273,5,692,0
1,0.066912039,0.087356941,7,639,0
1,0.045983693,0.076257283,7,624,0
5,0.067804248,0.307740975,4,600,1
0,0.08468865,0.01,3,598,0
0,0.065172412,0.095961427,3,599,0
5,0.072199787,0.334243781,3,731,1
5,0.068326399,0.269229424,3,642,1
0,0.061175706,0.056172697,4,639,0
1,0.075378658,0.124985229,4,729,0
0,0.052954609,0.056037097,2,628,0
0,0.058666833,0.050122817,3,617,0
0,0.054457939,0.02515518,7,716,0
5,0.077014741,0.270763889,3,623,1
0,0.086856028,0.08683514,2,659,0
4,0.083892272,0.256374473,2,589,1
0,0.0612681,0.035262817,4,598,0
1,0.059775693,0.117567958,5,690,0
0,0.083443222,0.052964403,5,719,0
1,0.058736603,0.066622212,7,609,0
1,0.060801392,0.104343445,5,617,0
1,0.060364639,0.087726434,3,679,0
0,0.055737386,0.058310896,5,619,0
0,0.056792269,0.01,4,668,0
1,0.052343137,0.086136951,6,681,0
4,0.055167755,0.246339269,5,575,1
0,0.071233502,0.081146013,3,593,0
0,0.05696106,0.082275394,4,661,0
5,0.080604719,0.360053585,3,567,1
3,0.064564518,0.169188959,5,614,0
1,0.078028118,0.129168704,3,610,0
0,0.077253371,0.057947358,4,585,0
0,0.06127272,0.058712851,3,597,0
0,0.049021428,0.086642159,3,707,0
0,0.057897023,0.070773601,3,673,0
0,0.063164826,0.059353212,6,707,0
0,0.052557406,0.037806489,4,568,0
2,0.077803933,0.140599042,5,618,0
0,0.070329561,0.088883722,4,585,0
5,0.069653628,0.295536447,5,647,1
1,0.049253279,0.101335689,6,770,0
2,0.062648469,0.133403076,4,622,0
5,0.086738494,0.305580759,4,550,1
0,0.058630307,0.040882033,4,589,0
5,0.066767369,0.301197628,3,710,1
5,0.081958761,0.316889076,3,509,1
3,0.064613609,0.197647491,5,673,0
2,0.083524328,0.158708079,3,579,0
0,0.037477654,0.089928117,4,612,0
0,0.056070579,0.087545591,3,584,0
0,0.066259949,0.085959523,3,650,0
4,0.062787003,0.250512522,1,505,1
0,0.067274624,0.05616399,3,642,0
1,0.047823282,0.121122642,5,721,0
2,0.067860002,0.156962946,3,572,0
2,0.055344835,0.173471882,5,706,0
5,0.086309817,0.307660097,4,664,1
1,0.052734474,0.122859939,5,591,0
2,0.068820362,0.129659248,6,621,0
2,0.066646653,0.102491944,7,744,0
0,0.04859594,0.054921897,3,568,0
0,0.05490049,0.047173446,6,672,0
1,0.062906247,0.108405573,6,692,0
1,0.061414101,0.121069354,5,730,0
5,0.065185719,0.316064534,4,672,1
0,0.056826303,0.01,5,646,0
1,0.061028502,0.102980392,5,692,0
2,0.044990811,0.184480256,5,667,0
0,0.053271454,0.068614533,4,664,0
5,0.055621799,0.288743134,3,608,1
4,0.068440691,0.278162729,0,581,1
1,0.055596123,0.09205984,6,735,0
5,0.060596359,0.311683633,4,618,1
0,0.057964602,0.098383429,4,564,0
0,0.060675234,0.069762783,4,651,0
0,0.060792062,0.038313221,2,512,0
2,0.035488119,0.151421288,6,671,0
0,0.058836322,0.046883476,6,643,0
5,0.054956458,0.312111107,5,616,1
3,0.06858302,0.171109631,7,655,0
5,0.066637934,0.292868575,6,634,1
1,0.066340036,0.126550472,5,708,0
1,0.036517066,0.124139485,6,650,0
0,0.033709721,0.040083103,7,662,0
3,0.061517435,0.186632426,4,629,0
0,0.049573531,0.013259469,6,772,0
0,0.04730079,0.104143549,4,730,0
0,0.081280458,0.027434027,3,671,0
3,0.072811584,0.20440844,5,635,0
0,0.058059782,0.078423607,2,594,0
2,0.055004167,0.145852605,5,587,0
4,0.041174512,0.233140411,3,534,1
0,0.05722664,0.093992403,4,610,0
2,0.068265509,0.127141803,5,504,0
0,0.076139284,0.04388169,4,604,0
1,0.063294744,0.0805118,6,695,0
1,0.046864986,0.121163898,7,761,0
0,0.046522083,0.01,6,647,0
0,0.035597613,0.047235642,5,592,0
1,0.056813349,0.091879272,5,689,0
5,0.08112828,0.274226865,2,571,1
5,0.05945939,0.275980781,4,566,1
1,0.058749077,0.107821534,8,659,0
0,0.060056152,0.01,4,670,0
1,0.053474727,0.11813338,6,662,0
0,0.053833553,0.010962064,2,549,0
2,0.037257154,0.12932367,7,674,0
1,0.05760783,0.106703925,4,729,0
0,0.056948027,0.064385669,4,644,0
0,0.065218911,0.102077336,2,698,0
3,0.077670455,0.199039463,4,690,0
3,0.058538373,0.186476977,3,512,1
1,0.056821151,0.087232168,5,585,0
0,0.036750645,0.062704013,5,603,0
0,0.063990865,0.076183292,3,636,0
0,0.062071804,0.071509505,3,583,0
0,0.069142926,0.0171965,6,682,0
5,0.070994398,0.346392118,4,643,1
5,0.064850397,0.275494602,3,619,1
0,0.069445175,0.059884587,3,556,0
0,0.056949211,0.01,1,704,0
1,0.040604398,0.090434241,8,680,0
0,0.065396283,0.038567604,4,618,0
5,0.07012057,0.285589906,3,576,1
0,0.072953864,0.075868695,3,619,0
0,0.047317674,0.012771406,5,676,0
0,0.076267008,0.068081377,5,720,0
1,0.047697722,0.080161707,6,633,0
0,0.056342842,0.088211717,4,709,0
2,0.040434676,0.112683932,7,707,0
4,0.060484815,0.22480135,3,518,1
1,0.068895207,0.098904302,5,662,0
0,0.070775063,0.080257649,5,720,0
1,0.057479291,0.084799326,5,704,0
1,0.066208099,0.113943471,5,642,0
0,0.073730056,0.086076172,5,650,0
1,0.063414582,0.079764798,6,641,0
5,0.058543517,0.290010068,4,557,1
1,0.04288325,0.112152584,5,525,0
1,0.050756767,0.124199236,6,612,0
5,0.070347724,0.303458608,3,577,1
0,0.055971259,0.04055462,5,641,0
5,0.088319445,0.28710636,3,765,1
3,0.062962142,0.203506056,5,637,0
2,0.062369484,0.16104627,3,636,0
2,0.061346767,0.111780876,5,664,0
3,0.034991485,0.175783878,8,694,0
3,0.055166282,0.172085839,5,580,0
0,0.069179963,0.071917428,2,609,0
0,0.060460341,0.079337781,4,622,0
0,0.069109252,0.074366324,3,623,0
1,0.072090593,0.117212317,2,555,0
3,0.062143242,0.198899623,5,624,0
5,0.073855724,0.320076685,3,645,1
2,0.05701718,0.156728069,4,649,0
0,0.058738454,0.01057946,5,680,0
5,0.063092946,0.304189982,3,619,1
0,0.06123172,0.062230361,4,519,0
0,0.029494136,0.039772269,7,704,0
5,0.047730843,0.294202452,3,548,1
0,0.06251095,0.092375441,5,687,0
1,0.067047455,0.091247531,6,686,0
0,0.049489069,0.05958729,2,629,0
4,0.035262386,0.211239828,6,620,1
1,0.067616892,0.097627307,6,641,0
1,0.053734165,0.062643448,6,668,0
1,0.066380884,0.096795784,6,598,0
1,0.061911681,0.103237926,4,651,0
0,0.047159869,0.082659959,2,605,0
1,0.064181974,0.103863221,5,670,0
0,0.074494275,0.096302338,3,706,0
4,0.054956722,0.278992935,1,619,1
1,0.062276117,0.109124334,4,493,0
0,0.064247398,0.054541163,4,648,0
3,0.067244108,0.198742028,3,704,0
1,0.068958895,0.115084643,5,659,0
5,0.081280891,0.290395546,2,695,1
3,0.059074789,0.206079518,4,530,1
2,0.092399542,0.164506985,1,717,0
1,0.041199808,0.105839014,6,672,0
1,0.047463982,0.079980417,5,578,0
1,0.081447734,0.076019842,5,630,0
2,0.074097797,0.132160686,5,677,0
2,0.046988424,0.102426282,10,630,0
1,0.055454223,0.112763115,6,624,0
1,0.052752215,0.107957693,2,734,0
0,0.056344813,0.01,6,625,0
4,0.082346204,0.233478607,2,567,1
0,0.038263035,0.048256955,5,597,0
0,0.07165772,0.089454467,3,705,0
0,0.055750791,0.01,5,779,0
0,0.069117815,0.070353194,4,740,0
0,0.054408094,0.07321224,4,749,0
3,0.062416667,0.182447258,6,533,0
1,0.051578559,0.107219878,5,627,0
0,0.041522806,0.0435308,9,825,0
1,0.054895183,0.090486376,4,579,0
3,0.049878743,0.18934973,4,612,0
5,0.073635322,0.299717973,4,494,1
0,0.053040654,0.033585596,5,682,0
1,0.083448859,0.159703958,0,571,0
0,0.044037195,0.064773019,5,660,0
1,0.031960736,0.095433069,6,651,0
1,0.044358751,0.126171542,6,720,0
5,0.051573847,0.284510476,3,551,1
0,0.061174717,0.043978168,5,604,0
0,0.049570139,0.05066066,6,669,0
0,0.054390254,0.092985393,4,659,0
0,0.076933945,0.036812026,1,695,0
2,0.044511283,0.130294798,9,610,0
3,0.04292498,0.166979045,10,806,0
0,0.072274359,0.046407035,3,656,0
0,0.051821181,0.083287816,6,613,0
1,0.046337646,0.120213228,7,648,0
1,0.045925611,0.112952832,7,586,0
1,0.051248351,0.115051867,6,784,0
5,0.063647447,0.288000576,3,572,1
1,0.067578847,0.110745388,6,749,0
0,0.049967668,0.05073951,4,576,0
0,0.07118318,0.055695107,6,679,0
0,0.047363021,0.059502392,4,610,0
2,0.056902491,0.127622576,3,688,0
2,0.065315408,0.163469934,5,596,0
4,0.051838982,0.194369366,4,583,1
1,0.032886856,0.128449208,7,732,0
0,0.065714566,0.043002958,5,611,0
1,0.068394824,0.108427144,5,644,0
5,0.054947071,0.274533431,4,723,1
0,0.060403903,0.0803084,5,550,0
1,0.0604352,0.115298423,6,559,0
0,0.0426753,0.103835772,3,572,0
0,0.057224105,0.074726849,1,612,0
0,0.063803218,0.084401124,5,746,0
1,0.065096883,0.085712678,7,808,0
5,0.081160787,0.30724669,3,497,1
0,0.0527382,0.083567569,4,636,0
1,0.082188456,0.105561942,5,638,0
0,0.04618357,0.066348728,5,637,0
0,0.075520935,0.035775045,1,653,0
0,0.076164951,0.063959385,4,648,0
0,0.0615623,0.054445346,5,617,0
1,0.057624014,0.137461005,6,678,0
0,0.068773637,0.070481545,4,636,0
0,0.085464921,0.04978364,2,611,0
3,0.069271699,0.202391688,3,606,1
5,0.077878824,0.249345592,3,601,1
4,0.065780197,0.234987216,6,692,1
4,0.042563772,0.221098896,6,667,1
0,0.050634286,0.090860182,3,658,0
4,0.061590461,0.208927139,7,687,0
1,0.067854248,0.087233754,5,687,0
2,0.064121646,0.173345539,3,535,0
1,0.068361188,0.130701351,5,723,0
1,0.063463644,0.050330534,6,668,0
1,0.061720714,0.091983059,5,594,0
0,0.072677389,0.01,2,595,0
0,0.058107471,0.059968652,6,657,0
4,0.065681215,0.267233752,1,548,1
0,0.068933477,0.062757557,3,618,0
1,0.053935062,0.10434391,5,629,0
0,0.061444298,0.065171356,3,689,0
1,0.073462824,0.113296867,5,556,0
1,0.060824896,0.120159964,4,652,0
5,0.069786286,0.297260239,4,603,1
4,0.080491002,0.228176546,3,530,1
5,0.069510811,0.322259156,4,588,1
0,0.064501744,0.01,5,648,0
0,0.070045818,0.065090824,4,581,0
5,0.063752563,0.234330112,7,656,1
1,0.070734271,0.159037711,0,567,0
0,0.059751204,0.051779962,5,629,0
3,0.069581405,0.188153339,3,608,1
1,0.053057252,0.105822322,6,684,0
0,0.045956333,0.035640118,5,561,0
1,0.040703651,0.077557849,5,535,0
0,0.070050292,0.01,3,576,0
0,0.051622259,0.065759922,5,532,0
0,0.075944344,0.01,7,666,0
1,0.052687476,0.074599066,6,637,0
2,0.060732266,0.155295115,6,664,0
0,0.063663363,0.085144174,4,653,0
5,0.058046,0.34062421,4,684,1
0,0.047633954,0.049981096,5,572,0
0,0.0642055,0.025576859,3,589,0
1,0.064181774,0.083859293,6,659,0
3,0.057662917,0.138890479,7,707,0
1,0.049150639,0.106594368,6,711,0
3,0.06000523,0.178555365,4,560,0
1,0.077481821,0.099070777,5,709,0
0,0.0540168,0.10144976,3,670,0
1,0.060758477,0.096737845,7,660,0
2,0.05237496,0.16273787,5,682,0
1,0.069064286,0.091436124,5,722,0
1,0.042028653,0.098054735,5,620,0
1,0.057532691,0.117845931,5,710,0
2,0.044618159,0.126615738,8,653,0
5,0.061550084,0.321928054,4,586,1
0,0.069897367,0.078649373,4,586,0
1,0.053030804,0.128589915,6,684,0
5,0.059942256,0.334049864,3,481,1
5,0.054393297,0.281027209,4,567,1
5,0.05606135,0.268882486,4,631,1
4,0.038913124,0.205548443,7,588,0
1,0.054507754,0.076115854,6,744,0
2,0.051955932,0.151111797,5,669,0
2,0.044382349,0.110873145,8,723,0
0,0.0518525,0.07109983,5,665,0
3,0.053394704,0.202403598,5,676,0
0,0.068444119,0.059662279,6,601,0
0,0.068959307,0.072836802,3,626,0
0,0.055275649,0.063867606,3,758,0
0,0.050391265,0.045702852,5,652,0
0,0.060855746,0.041284005,5,734,0
0,0.053656903,0.014545812,5,611,0
0,0.047214041,0.085031893,6,661,0
0,0.071604742,0.043072781,3,733,0
1,0.051160317,0.110941821,6,690,0
1,0.060500614,0.086099208,6,504,0
